Destination,Mood,Temperature (°C),Duration Range (days),Activities,Physicality (1–5),Family Friendly,Budget ($/day),Security (1–5)
Zanzibar Variant 861,Relaxed,-10–5,5–10,"Museums, Cafes, Historic Sites",2,Yes,152,4
Zanzibar Variant 861,Relaxed,-10–5,5–8,"Museums, Cafes, Historic Sites",1,Yes,228,3
Zanzibar Variant 861,Romantic,-10–5,10–15,"Museums, Cafes, Historic Sites",5,Yes,199,3
Zanzibar Variant 861,Energetic,-10–5,3–5,"Museums, Cafes, Historic Sites",1,Yes,176,3
Zanzibar Variant 861,Calm,-10–5,10–15,"Museums, Cafes, Historic Sites",3,Yes,193,4
Prague Variant 680,Peaceful,25–40,3–7,"Beach, Snorkeling, Relaxation",5,Yes,240,2
Prague Variant 680,Calm,25–40,5–10,"Beach, Snorkeling, Relaxation",1,Yes,268,3
Prague Variant 680,Calm,25–40,7–14,"Beach, Snorkeling, Relaxation",3,Yes,255,5
Prague Variant 680,Exotic,25–40,4–7,"Beach, Snorkeling, Relaxation",5,Yes,216,4
Prague Variant 680,Exotic,25–40,3–5,"Beach, Snorkeling, Relaxation",4,Yes,210,3
Prague Variant 680,Vibrant,25–40,5–8,"Beach, Snorkeling, Relaxation",2,Yes,232,3
Paris Variant 202,Affordable,0–15,3–7,"Beach, Snorkeling, Relaxation",4,Yes,270,2
Paris Variant 202,Energetic,0–15,5–8,"Beach, Snorkeling, Relaxation",3,Yes,309,3
Paris Variant 202,Exotic,0–15,5–10,"Beach, Snorkeling, Relaxation",1,Yes,281,4
Paris Variant 202,Calm,0–15,7–14,"Beach, Snorkeling, Relaxation",2,Yes,249,3
Paris Variant 202,Calm,0–15,4–7,"Beach, Snorkeling, Relaxation",5,Yes,270,3
Paris Variant 202,Energetic,0–15,5–10,"Beach, Snorkeling, Relaxation",5,Yes,315,5
Cusco Variant 949,Laid-back,10–25,10–20,"Museums, Cafes, Historic Sites",2,Yes,330,4
Cusco Variant 949,Calm,10–25,4–7,"Museums, Cafes, Historic Sites",1,Yes,334,4
Cusco Variant 949,Romantic,10–25,4–7,"Museums, Cafes, Historic Sites",2,Yes,265,5
Cusco Variant 949,Romantic,10–25,5–8,"Museums, Cafes, Historic Sites",1,Yes,339,4
Cusco Variant 949,Vibrant,10–25,3–5,"Museums, Cafes, Historic Sites",1,Yes,366,3
Cusco Variant 949,Exotic,10–25,4–7,"Museums, Cafes, Historic Sites",1,Yes,339,5
Phuket Variant 219,Charming,-10–5,10–20,"Hiking, Nature, Wildlife",4,No,470,4
Phuket Variant 219,Adventurous,-10–5,4–7,"Hiking, Nature, Wildlife",5,No,455,4
Phuket Variant 219,Relaxed,-10–5,10–15,"Hiking, Nature, Wildlife",4,No,529,3
Phuket Variant 219,Relaxed,-10–5,10–15,"Hiking, Nature, Wildlife",5,No,549,3
Phuket Variant 219,Exotic,-10–5,3–5,"Hiking, Nature, Wildlife",4,No,547,3
Phuket Variant 219,Energetic,-10–5,7–14,"Hiking, Nature, Wildlife",1,No,383,3
Bali Variant 209,Elegant,-10–5,5–10,"Adventure Sports, Trekking, Kayaking",1,No,460,4
Bali Variant 209,Energetic,-10–5,10–15,"Adventure Sports, Trekking, Kayaking",3,No,377,5
Bali Variant 209,Calm,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",1,No,464,4
Bali Variant 209,Calm,-10–5,5–10,"Adventure Sports, Trekking, Kayaking",3,No,490,4
Bali Variant 209,Relaxed,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",1,No,422,4
Bali Variant 209,Energetic,-10–5,5–8,"Adventure Sports, Trekking, Kayaking",3,No,508,5
Lima Variant 816,Relaxed,20–35,3–7,"Spiritual Retreats, Yoga, Wellness",1,Yes,380,4
Lima Variant 816,Relaxed,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",5,Yes,378,3
Lima Variant 816,Romantic,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,396,4
Lima Variant 816,Adventurous,20–35,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,435,4
Lima Variant 816,Vibrant,20–35,7–14,"Spiritual Retreats, Yoga, Wellness",5,Yes,366,3
Lima Variant 816,Vibrant,20–35,3–5,"Spiritual Retreats, Yoga, Wellness",2,Yes,421,5
Prague Variant 498,Vibrant,25–40,7–14,"Adventure Sports, Trekking, Kayaking",5,Yes,450,4
Prague Variant 498,Calm,25–40,5–10,"Adventure Sports, Trekking, Kayaking",5,Yes,432,3
Prague Variant 498,Relaxed,25–40,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,445,3
Prague Variant 498,Romantic,25–40,4–7,"Adventure Sports, Trekking, Kayaking",1,Yes,360,3
Prague Variant 498,Exotic,25–40,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,469,5
Prague Variant 498,Adventurous,25–40,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,416,5
Tunis Variant 256,Luxury,10–25,10–20,"Spiritual Retreats, Yoga, Wellness",1,No,190,3
Tunis Variant 256,Energetic,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",5,No,206,5
Tunis Variant 256,Vibrant,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",3,No,217,3
Tunis Variant 256,Vibrant,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",3,No,175,3
Tunis Variant 256,Exotic,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",5,No,195,3
Tunis Variant 256,Adventurous,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",5,No,163,5
Kotor Variant 517,Laid-back,0–15,2–4,"Museums, Cafes, Historic Sites",2,Yes,370,5
Kotor Variant 517,Calm,0–15,5–10,"Museums, Cafes, Historic Sites",4,Yes,376,3
Kotor Variant 517,Energetic,0–15,7–14,"Museums, Cafes, Historic Sites",1,Yes,437,5
Kotor Variant 517,Romantic,0–15,7–14,"Museums, Cafes, Historic Sites",5,Yes,405,4
Kotor Variant 517,Adventurous,0–15,4–7,"Museums, Cafes, Historic Sites",5,Yes,348,4
Kotor Variant 517,Calm,0–15,4–7,"Museums, Cafes, Historic Sites",4,Yes,412,5
Phuket Variant 868,Cultural,20–35,2–4,"Beach, Snorkeling, Relaxation",3,No,180,2
Phuket Variant 868,Calm,20–35,7–14,"Beach, Snorkeling, Relaxation",1,No,204,3
Phuket Variant 868,Exotic,20–35,4–7,"Beach, Snorkeling, Relaxation",3,No,199,3
Phuket Variant 868,Energetic,20–35,10–15,"Beach, Snorkeling, Relaxation",4,No,205,3
Phuket Variant 868,Exotic,20–35,5–8,"Beach, Snorkeling, Relaxation",5,No,148,3
Phuket Variant 868,Relaxed,20–35,3–5,"Beach, Snorkeling, Relaxation",3,No,169,3
Bangkok Variant 248,Exotic,0–15,10–20,"Museums, Cafes, Historic Sites",3,No,90,2
Bangkok Variant 248,Energetic,0–15,5–8,"Museums, Cafes, Historic Sites",5,No,99,4
Bangkok Variant 248,Calm,0–15,7–14,"Museums, Cafes, Historic Sites",2,No,84,3
Bangkok Variant 248,Energetic,0–15,3–5,"Museums, Cafes, Historic Sites",4,No,83,5
Bangkok Variant 248,Vibrant,0–15,5–10,"Museums, Cafes, Historic Sites",3,No,86,4
Bangkok Variant 248,Energetic,0–15,3–5,"Museums, Cafes, Historic Sites",3,No,76,4
Tunis Variant 770,Elegant,10–25,10–20,"Spiritual Retreats, Yoga, Wellness",4,No,40,5
Tunis Variant 770,Exotic,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",4,No,47,3
Tunis Variant 770,Energetic,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",4,No,36,4
Tunis Variant 770,Calm,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",2,No,39,3
Tunis Variant 770,Adventurous,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",3,No,47,4
Tunis Variant 770,Calm,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",4,No,39,5
Zanzibar Variant 710,Spiritual,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,490,5
Zanzibar Variant 710,Relaxed,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",2,Yes,455,3
Zanzibar Variant 710,Calm,25–40,10–15,"Spiritual Retreats, Yoga, Wellness",3,Yes,531,3
Zanzibar Variant 710,Vibrant,25–40,10–15,"Spiritual Retreats, Yoga, Wellness",1,Yes,577,4
Zanzibar Variant 710,Energetic,25–40,3–5,"Spiritual Retreats, Yoga, Wellness",1,Yes,489,3
Zanzibar Variant 710,Exotic,25–40,10–15,"Spiritual Retreats, Yoga, Wellness",1,Yes,568,4
Amalfi Coast Variant 512,Historic,20–35,7–14,"Spiritual Retreats, Yoga, Wellness",4,Yes,70,5
Amalfi Coast Variant 512,Romantic,20–35,5–8,"Spiritual Retreats, Yoga, Wellness",1,Yes,69,5
Amalfi Coast Variant 512,Relaxed,20–35,4–7,"Spiritual Retreats, Yoga, Wellness",2,Yes,66,4
Amalfi Coast Variant 512,Energetic,20–35,4–7,"Spiritual Retreats, Yoga, Wellness",2,Yes,59,5
Amalfi Coast Variant 512,Adventurous,20–35,5–8,"Spiritual Retreats, Yoga, Wellness",3,Yes,60,5
Amalfi Coast Variant 512,Exotic,20–35,7–14,"Spiritual Retreats, Yoga, Wellness",1,Yes,71,4
Tokyo Variant 768,Spiritual,-10–5,5–10,"Museums, Cafes, Historic Sites",1,No,340,5
Tokyo Variant 768,Exotic,-10–5,5–10,"Museums, Cafes, Historic Sites",2,No,403,5
Tokyo Variant 768,Energetic,-10–5,5–10,"Museums, Cafes, Historic Sites",1,No,314,4
Tokyo Variant 768,Romantic,-10–5,5–10,"Museums, Cafes, Historic Sites",4,No,351,4
Tokyo Variant 768,Adventurous,-10–5,5–10,"Museums, Cafes, Historic Sites",1,No,299,3
Tokyo Variant 768,Energetic,-10–5,3–5,"Museums, Cafes, Historic Sites",3,No,397,4
Tokyo Variant 776,Exotic,-10–5,2–4,"Beach, Snorkeling, Relaxation",4,Yes,100,5
Tokyo Variant 776,Adventurous,-10–5,7–14,"Beach, Snorkeling, Relaxation",2,Yes,99,3
Tokyo Variant 776,Romantic,-10–5,5–10,"Beach, Snorkeling, Relaxation",5,Yes,108,3
Tokyo Variant 776,Energetic,-10–5,5–10,"Beach, Snorkeling, Relaxation",1,Yes,107,3
Tokyo Variant 776,Relaxed,-10–5,4–7,"Beach, Snorkeling, Relaxation",4,Yes,112,3
Tokyo Variant 776,Relaxed,-10–5,10–15,"Beach, Snorkeling, Relaxation",3,Yes,96,5
Lofoten Islands Variant 82,Spiritual,-10–5,3–7,"Adventure Sports, Trekking, Kayaking",3,No,440,4
Lofoten Islands Variant 82,Energetic,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",4,No,366,3
Lofoten Islands Variant 82,Romantic,-10–5,5–10,"Adventure Sports, Trekking, Kayaking",4,No,419,5
Lofoten Islands Variant 82,Calm,-10–5,5–8,"Adventure Sports, Trekking, Kayaking",4,No,373,5
Lofoten Islands Variant 82,Relaxed,-10–5,5–10,"Adventure Sports, Trekking, Kayaking",3,No,451,3
Lofoten Islands Variant 82,Calm,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",1,No,401,3
New York City Variant 535,Historic,20–35,3–7,"Spiritual Retreats, Yoga, Wellness",4,No,320,2
New York City Variant 535,Exotic,20–35,4–7,"Spiritual Retreats, Yoga, Wellness",2,No,353,3
New York City Variant 535,Calm,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",3,No,379,4
New York City Variant 535,Vibrant,20–35,5–10,"Spiritual Retreats, Yoga, Wellness",2,No,282,3
New York City Variant 535,Calm,20–35,3–5,"Spiritual Retreats, Yoga, Wellness",1,No,299,3
New York City Variant 535,Romantic,20–35,5–8,"Spiritual Retreats, Yoga, Wellness",1,No,288,5
Patagonia Variant 166,Romantic,10–25,3–7,"Hiking, Nature, Wildlife",3,Yes,350,3
Patagonia Variant 166,Exotic,10–25,10–15,"Hiking, Nature, Wildlife",4,Yes,377,5
Patagonia Variant 166,Exotic,10–25,4–7,"Hiking, Nature, Wildlife",3,Yes,406,5
Patagonia Variant 166,Vibrant,10–25,5–10,"Hiking, Nature, Wildlife",4,Yes,339,4
Patagonia Variant 166,Exotic,10–25,7–14,"Hiking, Nature, Wildlife",2,Yes,381,5
Patagonia Variant 166,Energetic,10–25,10–15,"Hiking, Nature, Wildlife",3,Yes,357,4
Siem Reap Variant 45,Spiritual,25–40,10–20,"Adventure Sports, Trekking, Kayaking",4,No,140,3
Siem Reap Variant 45,Vibrant,25–40,4–7,"Adventure Sports, Trekking, Kayaking",4,No,144,4
Siem Reap Variant 45,Calm,25–40,4–7,"Adventure Sports, Trekking, Kayaking",5,No,138,4
Siem Reap Variant 45,Calm,25–40,3–5,"Adventure Sports, Trekking, Kayaking",2,No,120,4
Siem Reap Variant 45,Relaxed,25–40,7–14,"Adventure Sports, Trekking, Kayaking",4,No,121,3
Siem Reap Variant 45,Calm,25–40,3–5,"Adventure Sports, Trekking, Kayaking",2,No,128,4
Porto Variant 790,Spiritual,25–40,3–7,"Skiing, Snowboarding, Hot Springs",5,No,280,2
Porto Variant 790,Vibrant,25–40,7–14,"Skiing, Snowboarding, Hot Springs",2,No,316,5
Porto Variant 790,Romantic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",5,No,261,3
Porto Variant 790,Vibrant,25–40,5–8,"Skiing, Snowboarding, Hot Springs",2,No,299,5
Porto Variant 790,Adventurous,25–40,4–7,"Skiing, Snowboarding, Hot Springs",5,No,254,4
Porto Variant 790,Romantic,25–40,7–14,"Skiing, Snowboarding, Hot Springs",2,No,334,3
Sydney Variant 90,Lively,-10–5,10–20,"Museums, Cafes, Historic Sites",5,Yes,80,4
Sydney Variant 90,Exotic,-10–5,5–10,"Museums, Cafes, Historic Sites",4,Yes,76,3
Sydney Variant 90,Relaxed,-10–5,4–7,"Museums, Cafes, Historic Sites",2,Yes,86,3
Sydney Variant 90,Romantic,-10–5,3–5,"Museums, Cafes, Historic Sites",1,Yes,89,3
Sydney Variant 90,Relaxed,-10–5,7–14,"Museums, Cafes, Historic Sites",2,Yes,70,3
Sydney Variant 90,Vibrant,-10–5,5–8,"Museums, Cafes, Historic Sites",3,Yes,90,3
Montreal Variant 1000,Tropical,20–35,2–4,"Adventure Sports, Trekking, Kayaking",2,No,300,3
Montreal Variant 1000,Vibrant,20–35,5–10,"Adventure Sports, Trekking, Kayaking",2,No,351,3
Montreal Variant 1000,Adventurous,20–35,4–7,"Adventure Sports, Trekking, Kayaking",1,No,300,5
Montreal Variant 1000,Energetic,20–35,10–15,"Adventure Sports, Trekking, Kayaking",4,No,342,4
Montreal Variant 1000,Romantic,20–35,5–8,"Adventure Sports, Trekking, Kayaking",4,No,311,3
Montreal Variant 1000,Relaxed,20–35,5–10,"Adventure Sports, Trekking, Kayaking",4,No,252,5
Sydney Variant 642,Affordable,25–40,10–20,"Museums, Cafes, Historic Sites",3,No,480,3
Sydney Variant 642,Relaxed,25–40,3–5,"Museums, Cafes, Historic Sites",2,No,440,5
Sydney Variant 642,Energetic,25–40,10–15,"Museums, Cafes, Historic Sites",1,No,512,3
Sydney Variant 642,Romantic,25–40,10–15,"Museums, Cafes, Historic Sites",2,No,409,4
Sydney Variant 642,Calm,25–40,3–5,"Museums, Cafes, Historic Sites",5,No,445,4
Sydney Variant 642,Relaxed,25–40,10–15,"Museums, Cafes, Historic Sites",2,No,562,3
Cairo Variant 184,Sunny,20–35,2–4,"Adventure Sports, Trekking, Kayaking",5,Yes,500,4
Cairo Variant 184,Energetic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",4,Yes,452,3
Cairo Variant 184,Energetic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",5,Yes,511,5
Cairo Variant 184,Relaxed,20–35,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,562,5
Cairo Variant 184,Calm,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,483,3
Cairo Variant 184,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",2,Yes,509,4
Reykjavik Variant 134,Romantic,0–15,7–14,"Museums, Cafes, Historic Sites",5,Yes,170,5
Reykjavik Variant 134,Calm,0–15,7–14,"Museums, Cafes, Historic Sites",4,Yes,151,4
Reykjavik Variant 134,Vibrant,0–15,7–14,"Museums, Cafes, Historic Sites",1,Yes,200,5
Reykjavik Variant 134,Vibrant,0–15,5–10,"Museums, Cafes, Historic Sites",3,Yes,137,3
Reykjavik Variant 134,Vibrant,0–15,10–15,"Museums, Cafes, Historic Sites",4,Yes,148,5
Reykjavik Variant 134,Vibrant,0–15,5–10,"Museums, Cafes, Historic Sites",1,Yes,151,4
Tbilisi Variant 264,Wild,10–25,3–7,"Skiing, Snowboarding, Hot Springs",5,No,190,3
Tbilisi Variant 264,Relaxed,10–25,3–5,"Skiing, Snowboarding, Hot Springs",2,No,209,4
Tbilisi Variant 264,Vibrant,10–25,3–5,"Skiing, Snowboarding, Hot Springs",1,No,182,5
Tbilisi Variant 264,Relaxed,10–25,5–8,"Skiing, Snowboarding, Hot Springs",5,No,189,5
Tbilisi Variant 264,Relaxed,10–25,10–15,"Skiing, Snowboarding, Hot Springs",5,No,177,3
Tbilisi Variant 264,Energetic,10–25,10–15,"Skiing, Snowboarding, Hot Springs",1,No,186,4
Montreal Variant 884,Tropical,-10–5,2–4,"Adventure Sports, Trekking, Kayaking",4,Yes,260,5
Montreal Variant 884,Romantic,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,239,5
Montreal Variant 884,Adventurous,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,255,5
Montreal Variant 884,Romantic,-10–5,10–15,"Adventure Sports, Trekking, Kayaking",2,Yes,300,3
Montreal Variant 884,Romantic,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",3,Yes,292,5
Montreal Variant 884,Energetic,-10–5,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,292,3
Mexico City Variant 356,Diverse,20–35,2–4,"Museums, Cafes, Historic Sites",5,Yes,340,3
Mexico City Variant 356,Exotic,20–35,4–7,"Museums, Cafes, Historic Sites",1,Yes,393,3
Mexico City Variant 356,Calm,20–35,5–8,"Museums, Cafes, Historic Sites",5,Yes,383,3
Mexico City Variant 356,Energetic,20–35,3–5,"Museums, Cafes, Historic Sites",1,Yes,364,5
Mexico City Variant 356,Energetic,20–35,4–7,"Museums, Cafes, Historic Sites",2,Yes,310,4
Mexico City Variant 356,Vibrant,20–35,10–15,"Museums, Cafes, Historic Sites",2,Yes,300,4
Dubai Variant 281,Historic,10–25,7–14,"Museums, Cafes, Historic Sites",4,Yes,330,4
Dubai Variant 281,Romantic,10–25,5–10,"Museums, Cafes, Historic Sites",2,Yes,279,5
Dubai Variant 281,Exotic,10–25,7–14,"Museums, Cafes, Historic Sites",4,Yes,375,5
Dubai Variant 281,Romantic,10–25,3–5,"Museums, Cafes, Historic Sites",5,Yes,387,3
Dubai Variant 281,Calm,10–25,5–8,"Museums, Cafes, Historic Sites",2,Yes,384,3
Dubai Variant 281,Energetic,10–25,7–14,"Museums, Cafes, Historic Sites",3,Yes,287,5
Cusco Variant 514,Sunny,0–15,5–10,"Museums, Cafes, Historic Sites",1,No,410,2
Cusco Variant 514,Relaxed,0–15,4–7,"Museums, Cafes, Historic Sites",4,No,445,3
Cusco Variant 514,Calm,0–15,3–5,"Museums, Cafes, Historic Sites",5,No,393,4
Cusco Variant 514,Romantic,0–15,5–10,"Museums, Cafes, Historic Sites",4,No,385,4
Cusco Variant 514,Energetic,0–15,4–7,"Museums, Cafes, Historic Sites",5,No,347,5
Cusco Variant 514,Relaxed,0–15,4–7,"Museums, Cafes, Historic Sites",2,No,486,5
Reykjavik Variant 873,Cultural,10–25,2–4,"Beach, Snorkeling, Relaxation",4,Yes,260,3
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",4,Yes,228,4
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",4,Yes,223,4
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",1,Yes,259,3
Reykjavik Variant 873,Energetic,10–25,10–15,"Beach, Snorkeling, Relaxation",1,Yes,229,3
Reykjavik Variant 873,Adventurous,10–25,4–7,"Beach, Snorkeling, Relaxation",3,Yes,311,4
Cairo Variant 130,Tropical,20–35,2–4,"Adventure Sports, Trekking, Kayaking",4,Yes,430,3
Cairo Variant 130,Calm,20–35,3–5,"Adventure Sports, Trekking, Kayaking",4,Yes,368,3
Cairo Variant 130,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",2,Yes,457,4
Cairo Variant 130,Calm,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,443,5
Cairo Variant 130,Calm,20–35,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,375,4
Cairo Variant 130,Calm,20–35,7–14,"Adventure Sports, Trekking, Kayaking",2,Yes,394,3
Montreal Variant 908,Coastal,10–25,7–14,"Skiing, Snowboarding, Hot Springs",1,Yes,30,2
Montreal Variant 908,Adventurous,10–25,3–5,"Skiing, Snowboarding, Hot Springs",5,Yes,34,3
Montreal Variant 908,Relaxed,10–25,7–14,"Skiing, Snowboarding, Hot Springs",4,Yes,25,5
Montreal Variant 908,Relaxed,10–25,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,35,5
Montreal Variant 908,Romantic,10–25,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,29,4
Montreal Variant 908,Exotic,10–25,3–5,"Skiing, Snowboarding, Hot Springs",2,Yes,33,5
Vienna Variant 960,Modern,-10–5,3–7,"Spiritual Retreats, Yoga, Wellness",2,Yes,250,5
Vienna Variant 960,Vibrant,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,252,4
Vienna Variant 960,Romantic,-10–5,4–7,"Spiritual Retreats, Yoga, Wellness",3,Yes,252,3
Vienna Variant 960,Romantic,-10–5,7–14,"Spiritual Retreats, Yoga, Wellness",5,Yes,216,4
Vienna Variant 960,Calm,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,287,5
Vienna Variant 960,Relaxed,-10–5,7–14,"Spiritual Retreats, Yoga, Wellness",4,Yes,208,3
Tbilisi Variant 975,Wild,10–25,2–4,"Beach, Snorkeling, Relaxation",5,Yes,260,5
Tbilisi Variant 975,Energetic,10–25,5–8,"Beach, Snorkeling, Relaxation",1,Yes,233,4
Tbilisi Variant 975,Adventurous,10–25,4–7,"Beach, Snorkeling, Relaxation",4,Yes,220,4
Tbilisi Variant 975,Romantic,10–25,7–14,"Beach, Snorkeling, Relaxation",4,Yes,270,4
Tbilisi Variant 975,Vibrant,10–25,4–7,"Beach, Snorkeling, Relaxation",1,Yes,267,4
Tbilisi Variant 975,Exotic,10–25,5–8,"Beach, Snorkeling, Relaxation",4,Yes,297,5
Queenstown Variant 602,Mysterious,25–40,10–20,"Skiing, Snowboarding, Hot Springs",4,Yes,280,2
Queenstown Variant 602,Energetic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,232,5
Queenstown Variant 602,Romantic,25–40,3–5,"Skiing, Snowboarding, Hot Springs",1,Yes,299,5
Queenstown Variant 602,Adventurous,25–40,5–8,"Skiing, Snowboarding, Hot Springs",5,Yes,304,4
Queenstown Variant 602,Calm,25–40,5–8,"Skiing, Snowboarding, Hot Springs",3,Yes,265,4
Queenstown Variant 602,Romantic,25–40,10–15,"Skiing, Snowboarding, Hot Springs",2,Yes,305,4
Tallinn Variant 885,Elegant,10–25,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,230,2
Tallinn Variant 885,Calm,10–25,5–8,"Adventure Sports, Trekking, Kayaking",4,Yes,222,4
Tallinn Variant 885,Romantic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,236,3
Tallinn Variant 885,Exotic,10–25,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,224,5
Tallinn Variant 885,Adventurous,10–25,3–5,"Adventure Sports, Trekking, Kayaking",5,Yes,243,3
Tallinn Variant 885,Romantic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,187,5
Bangkok Variant 624,Sunny,-10–5,5–10,"Hiking, Nature, Wildlife",4,No,240,3
Bangkok Variant 624,Calm,-10–5,5–10,"Hiking, Nature, Wildlife",1,No,234,5
Bangkok Variant 624,Vibrant,-10–5,5–10,"Hiking, Nature, Wildlife",5,No,199,4
Bangkok Variant 624,Adventurous,-10–5,5–8,"Hiking, Nature, Wildlife",2,No,238,3
Bangkok Variant 624,Romantic,-10–5,4–7,"Hiking, Nature, Wildlife",3,No,214,4
Bangkok Variant 624,Vibrant,-10–5,4–7,"Hiking, Nature, Wildlife",2,No,265,5
Amalfi Coast Variant 564,Romantic,0–15,2–4,"Beach, Snorkeling, Relaxation",5,No,270,5
